name,ratings,date,helpful,comment,developer_comment
hyeamin Lee,1,2019-12-17,1,친구신청 버튼 다시 내놔요 제발,
Hyun Ho Cho,4,2019-12-17,0,다 괜찮은데 알림이 너무늦게떠요,
김도영부인사잘해,3,2019-12-17,34,안녕하세요 라인 친추 기능이 없어져서 리뷰 남깁니다 거의 6년째 라인을 써오고 있는데 업데이트 때문에 이런건지 정말 당황스럽네요 당장 라인 친구추가가 되도록 수정해주셨으면 좋겠다 라인놈들아~!~!~!~!~!~!,
윤장,1,2019-12-17,1,친구신청을 지워버리면 어쩌라는 겁니까 ㅜ 만들어 주세요 돌려 줘~....,
김상백,4,2019-12-17,0,좋아요,
한건희,1,2019-12-17,1,비밀번호를 변경해도 적용이안됌 별한개도아까움,
Dongsub Moon,1,2019-12-17,0,라인 접속이 않되네요.,
정재현,1,2019-12-17,3,자꾸 인증기능을 일시적으로사용할수없고뜨는대 몇일뒤에 다시시도해도 계속 똑같은대 이거 어떻게해야되나요?,
DODABI,1,2019-12-17,0,알람이안울려요,
용용이오빠왜이렇게귀엽냐고요,1,2019-12-16,4,젤 중요한 친구신청 버튼이 안 뜨네요 저 뿐만 아니라 다들 유저분들두 안 뜨는거 같은데 고쳐주세요,
야옹걸,1,2019-12-16,1,하하 라인 피융신 친추도 안되고,
boy hw_,1,2019-12-16,0,왜 앱이 안깔리죠 ...,
밍꾸링,1,2019-12-16,2,아이폰11 내놓을래 친구신청 버튼 내놓을래,
유정옥,4,2019-12-16,0,하트히ㅌ ㅡ,
데쥬,2,2019-12-16,6,친구 신청 어디 갔어요....??????????????????????????,
전가은,1,2019-12-16,1,안드로이드 친구 신청 버튼을 삭제하면 어떡합니까? 이거 하나 때문에 불편합니다. 빨리 복구해주세요. 친구 신청 버튼이 없으면 어떻게 대화를 하라는 건지...복구 해주세요.,
닝쭈,1,2019-12-16,10,뭐. 아이폰 아니라서 차별하는 건가요? 아이폰은 되고 안드로이는 안 되는게 친구 신청입니다. 전부 다 아이디 쓰거나 링크를 따와야 하고 아니면 아이폰인 친구한테 신청 좀 해 달라고 해야 되고... 고치든지 좀 하세요. 라인 계속 쓰고 있는데 업데이트 하면 할 수록 왜 이래요,
지원,1,2019-12-15,2,안드로이드 왜 친구추가 기능 사라졌죠??,
찬녤,3,2019-12-15,0,이게 뭐죠 갤럭시 유저 차별도 아니고 친신 보내는 게 왜 안 되는 거죠?,
다한거야?최선을,1,2019-12-15,2,왜 안드로이드 친신 기능이 사라졌나요...? 친신을 걸어야 하는 일이 있는데 안드로이드 유저인데 갑자기 친신 기능이 사라져서요...,
박영은,2,2019-12-15,2,좋긴 한데 왜 갑자기 친구신청 보내는 게 막아졌는지 모르겠어요 너무 불편하네요,
서수빈,2,2019-12-15,2,자동 업데이트가 되고나서 친추 거는게 없어졌는데 다시 만들어주세요 친구도 못 추가 시키면 어떻게 사람들과 소통하라는거죠??,
김Kms38094598,5,2019-12-15,0,좋음,
최미,1,2019-12-15,3,친구추가 버튼 사라져서 너무 불편해요,
내이름은애옹,1,2019-12-15,38,친구신청이 보내지는 것도 안되고 타임라인에 글을 올려도 라인 자체에서 삭제가 되네요. 업데이트 이후 더 이상해진 것 같습니다. 통화를 해도 자꾸 끊기고 알림도 울리지 않네요. 몇 번을 지웠다 깔았는데 이 점 참고하셔서 다시 업데이트 해주셨음 좋겠네요.,
휴우,1,2019-12-15,1,앱이 사람을 거름 ㅋㅋㅋㅋㅋ,
채예영,1,2019-12-15,0,친신이 안걸려요 일 좀 제발 라인 살려주세요,
먀조미시훈,5,2019-12-15,0,데호더,
호로로로로롤,1,2019-12-15,3,친구신청 보내는게 사라졌는데 2일째 입니다 고쳐주세요.,
오리너구리,1,2019-12-15,4,친추 기능 살아짐 빨리 어떻게 해주세요ㅎㅎ 신고 기능 밖에 없어요,
김시우,1,2019-12-15,2,라인을 잘 이용하고 있었는데 갑자기 로그인을 할수가 없어요 며칠을 계속 시도했는데 안되네요,
예린,1,2019-12-15,2,ㅆㅡㅡㅡ발 대체 친신 기능 왜 없앰? 라인 하는 의미가 사라짐 ㅋ ㅋ ㅋ ㅋ!!,
바사삭,1,2019-12-15,3,갑자기 언제부터인가 친구신청이 안 뜨고 신고만 뜨네요 고쳐주세요 되는 애들은 있다는데 왜 안드만 탐라에 친구신청 거는 기능 막아놓으셨어요?ㅋㅋㅋㅋㅋㅋㅋ그냥 이딴 앱 안 쓰고 싶네요 안드 아이폰 정당하게 똑같이 해 주셔야죠 안드는 안되고 아이폰은 되는 그런 앱이 어디있어요 쓰지 마요 걍 개빡쳐요 여러분 오늘부로 라인 안 쓰겠습니다,
이채영,4,2019-12-15,0,친구 신청 복구해 주세요,
에라토,1,2019-12-15,1,아니 다운이 왜 느려요? 다른앱은 다운이 빨리 다운되는데 이앱은 다운이 느려요? 10분기다러도 또 10분 기다리고 있 아니 다운을 느리게 만드는게 어디았어요 다운을 빠르게 만들어 주세요,
임인섭,1,2019-12-15,4,라인친추기능 다시 복구해주세요ㅜ 게시물에서 진짜 친했던 형을 찾았는데 아디를 몰라서 친추를 못합니다^^ 타임라인에서 친추를 못하게 해봤더라고요... 신고만 뜨고 복구시켜주세요,
재밍나,1,2019-12-15,1,대체 왜 친구신청이 안 되는 거예요..?,
황예지,1,2019-12-15,28,친구한테 라인 온 거 읽지도 않았는데 읽음 오류 나서 의도치 않게 읽씹한 걸로 오해 받고 친구 신청 걸어야 하는데 있어야 할 친구 신청 버튼은 없고 신고 버튼만 있는데 이게 어떻게 된 일인가요? 혹시 몰라서 삭제 몇 번이고 하고 다시 깔았는데도 불구하고ㅋㅋㅋㅋㅋ 신고버튼만 있고 얼른 고쳐주세요 그리고 알람도 안 뜨고요 게시물 올렸는데 이상한 거 올린 것도 아닌데 계속 신고 게시물이라고 삭제 시키고 뭣하자는 건지 참;; 예전에 라인 진짜 좋았는데 이번 업뎃하면서부터 이상해진 거 같은데 아닌가요 혹시 저 싫음?? 더 나은 서비스를 제공하기 위해 정기적으로 관리하신다면서 이게 뭔가요 ㅋ ㅋ ㅋ,
이예림,1,2019-12-15,2,대가리에 성의 없는 새끼들,
ᄋᄋ,1,2019-12-15,0,친구 추가 어디갔죠,
다타타송,1,2019-12-15,3,맨날 오류나고 친신 버튼은 왜 없앤거임 잘 나가다가 핀트 한 번씩 꺾이지 아주,
아잉까꿍,1,2019-12-15,4,안드로이드 친구신청이 사라졌는데 이러면 어떻게 친구신청 하라고 이딴식으로 만들어 놓으셨어요??? 빠른 시일 내에 복구하세요,
허가은,2,2019-12-15,6,제가 친구 신청 하려고 하는데 상대방 프로필에 왜 친구신청이 안뜨나요?신고만 뜨고 친구신청 왜 안돼는거에요?친구신청 보내는 방법좀요,
Hong-Sik Kim,5,2019-12-14,0,역시 네이버,
돼지,2,2019-12-14,1,친구 신청을 받을수는 있는데 신청을 할 수가 없네요. 오늘 아침까지만 해도 됬는데 왜 안 되는지 모르겠어요. 그것만 빼면 최고^~^,
으아아아,4,2019-12-14,3,정말 다 좋은데 친추버튼이 갑자기 사라져서요 일시적 오류인가요? 신고 버튼만 남아있네요,
문희상,3,2019-12-14,5,현재 라인 업데이트 이후 친구한테 친구신청이 안 걸어지는데 오류인가요? 안드로이드 종만 친신이 안 걸어진다고 하네요 개선 부탁드립니다,
엔친놈,1,2019-12-14,2,지금 버전 업데이트 이후 친구 신청이 안 떠요 오류난 거 같습니다 고쳐주세요,
홍세화,2,2019-12-14,1,친구신청이 사라졌어요,
이서현,1,2019-12-14,23,최악입니다. 이번 업데이트 이후로 안드로이드 유저들은 친구 신청 기능이 사라졌습니다. 상당히 불쾌하네요. 수정 부탁드립니다. 뭐 하자는 건지 상당히 의심이 가네요.,
김진현,1,2019-12-14,2,친구 신청 버튼이 없어요 뭐죠?,
세련,4,2019-12-14,37,친구신청이 안되는 건가요? 원래는 친구가 아니였던 상대방의 프로필을 클릭하면 신고버튼과 친구신청버튼이 같이 있었는데 업데이트된 이후로 친구신청버튼이 보이지 않습니다. 이제는 아이디/전화번호로만 친구신청이 가능한건가요?? 그런 거라면 너무 불편합니다 ㅠㅠ 다시 예전처럼 돌려놔주세요 ㅠㅠ 이 점 외에는 통화음질도 좋고 보내기취소도 되게 유용하게 쓰입니다.,
리오오,1,2019-12-14,3,라인 오류인가요 친구 신청을 걸고 싶어도 걸리지ㄱㅏ 않네요 너무 답답해요,
땅콩,4,2019-12-14,3,왜... 친구 신청이 안 되는 걸까요...? 저는 잘 모르겠네요... 그러니 라인이 알아서 잘 해결해주시겠죠...? 저는 그럴 거라 믿습니다...,
남김진영,5,2019-12-14,1,좋아요,
EG이지,1,2019-12-14,3,친구 추가를 하려는데 신고 버튼만 뜨고 친구 추가 버튼이 안뜨는데 어떡하죠?,
开化,1,2019-12-14,14,요즘 라인에 친신 기능이 사라진다는 얘기를 많이 들었어요 이게 깔았다가 지워도 안되는 경우가 있어서 괜히 대화 내용을 다 날린다고 하더군요 빨리 고쳐주셨음 합니다 매우 불편하네요,
1203양은진,1,2019-12-14,4,저 운영자님 진짜 죄송한데 친구 신청 기능 어디로 사라졌죠? 제발요 다시 복구 시켜주시면 별 5개는 물론이거니 20줄 꽉꽉 라인 찬양으로 채울게요 이건 ㅇ아닌 것 같아요 세상에 진짜 제발요 친구 신청 기능 좀 다시 넣어주세요 운영자님 ㅜㅜㅜㅠㅜㅜ,
아아ᅡ아,1,2019-12-14,3,친신 안 걸어짐,
파슬리요정,5,2019-12-14,0,폰 바꿔서 친구가 사라졌나봐요 부천? 부평사는 25살 샘이찾아요😢,
정원다람쥐,1,2019-12-14,4,친구신청...ㅋㅋㅋㅋㅋ 없어지면 누구랑 대화 하라고요... 생각이 있는 거니 없는 거니 사람들아~,
김현정,1,2019-12-14,2,친구 신청 왜 없어졌어요?,
yj sb,1,2019-12-14,73,친구 신청 버튼을 삭제시키면 어떡합니까 라인... 친구 신청 버튼은 안 뜨고 신고 버튼만 뜨는 건 제 개인적인 문제가 아니라 공통적으로 일어나는 일 같은데 최근 리뷰 몇 개만 봐도 친구신청 버튼을 되돌려 달라는 내용인데 정정해주시면 좋겠습니다.. 친구 신청 버튼이 없으니 메신저를 할 수가 없어요 ㅠㅠㅠ 빠른 시일 내로 정정해주시기를 바랍니다.,
서주연,5,2019-12-14,2,진짜 여기 저기서 짜집기 해가지고 진짜 별로고 딱히 다른 사람들 소식을 알고 싶지 않은데 보여서 화가 납니다. 예전처럼 다시 바꾸지 않으면 그냥 라인 탈퇴할까 생각중이에요.,
정지광,5,2019-12-14,1,오랜만에 라인 하니까 좋아요,
니리,2,2019-12-14,2,자꾸 신고만떠요 오류나서 친구신청 안되는데 고쳐주세요 라인님,
얌얌,4,2019-12-14,1,알람이 안 울릴때가 많습니다 갤럭시만 이러는건지는 잘 모르겠는데 알람이 잘 안울려요 ㅠ 개선 좀 해주세요 저만 이런것도 아닌 듯,
유니예,1,2019-12-14,3,친신 버튼 좀 다시 돌려놔요,
ilil ilil,1,2019-12-14,3,아니 업데이트를 했는데 친신 버튼이 사라진게 말이 되냐고요ㅋㅋㅋ 업데이트를 했으면 상향을 해야지 하향을 했네ㅋㅋㅋㅋㅋ,
White,1,2019-12-14,1,大頭貼畫質有夠低,
김석현,1,2019-12-14,2,장난하는 것도 아니고 친구추가가 없어지면 대체 메신저를 왜 씀?? 타임라인에 신고버튼만 죄다 달려있네. 빨리 업데이트좀 해요,
말하지마,1,2019-12-13,1,아니 친신 거는 기능이 사라졌어요 신고 버튼만 있고 친신 거는 기능은 사라졌는데 이거 오류인가요 이번 업데이트라도 하신 건가요 진짜 개환멸나는데 이거 빨리 고쳐주세요 제발,
김민규,4,2019-12-13,1,라인 친구추가 버튼이 없어졌는데 오류인가요?,
냠냠이코,1,2019-12-13,5,안드로이드만 그러는지 모르겠는데 신고버튼만 뜨고 친구신청이 뜨지 않아요 하루 빨리 해결해주세요.,
김세은,2,2019-12-13,2,한 5년넘게 계속 잘 쓰다가 해킹을 당했는데 계정이 없어졌고 계정 복원 신청 했는데도 계정 찾기 어렵다고 개인정보만 다 물어보고 반복하고 있는데 친구목록이랑 유료로 구매했던 것들 복구 안되나요? 중요한 내용도 많이 들어있는데..,
JUNE,1,2019-12-13,2,아니. 라인 PC버전은 발로 만들었나요?? 회사에서 어떤사람은 이메일로그인도 잘되고 어떤사람은 이메일로그인은 물론 qr로그인도 안되고. 대체 이게 몇 주째인데 해결도 안하고. 잠수함패치라도 하던지.,
Hyejin Shin,1,2019-12-13,1,"업데이트하고 pc라인 인증이 안됨, qr안됨. 쓰지말란건가",
황선자,3,2019-12-13,4,라인페이에 카드등록하려고 봤더니 카카오톡처럼 체크카드는 등록이안되네요ㅡㅡ 네이버라인이 이정도밖에 안되는 어플이였나요 신용카드만 취급하겠다는 건가요? 실망이네요 ㅡㅡ,
Lisa clair,5,2019-12-13,1,👍,
전수민,2,2019-12-12,2,친신걸기가 없어요,
박두성,1,2019-12-12,2,아니 고객센터도 없습니까? 업무용으로 쓰는데 pc 로그인이 안되네? 고객센터 찾아봤더니 없음 ㅋㅋㅋ,
익명이,1,2019-12-12,0,솔직히 별로,
JH Kim,1,2019-12-12,2,버그 엄청 심하고 문제해결이 안됩니다. 쓰지마세요.,
차새벽,4,2019-12-12,270,저도 가끔가다 라인알림이 뒤늦게 울리네요 그거말고는 전부 만족입니다 제일 좋은건 ㅋㅋㅇㅌ에선 보내기 취소가 시간이 정해져 있는데 라인은 상대방이 읽어도 보내기 취소가 가능하고 시간 상관없이 무조건 보내기취소 가능해서 너무좋아요 그리고 아주 예전에 단체라인방에 현위치 지도 보내기 기능 없어진거 맞죠? 그거 잘 쓰고있었는데 아쉬워요ㅠㅠ 여튼 라인 최고,
여하람,3,2019-12-11,1,실수로 스토리 보지 않기를 눌렀는데 다시 볼 수 있게 하는 법이 안 나와 있네요... 다시 볼 수 있게 하고 싶습니다!,
끝판왕,1,2019-12-11,0,진짜 알림 안울리는거 짜증남.. 옛날 우편이야? 우체국 가야 우편받던것 처럼 라인키고 오매불망 기다려야 오는거 받을 수 있고..,
구미야,1,2019-12-11,2,인증중 개속 버튼이 없어요.,
강성훈,5,2019-12-11,0,빠른대처 감사합니다. 덕분에 잘 쓰는중,
차보미,3,2019-12-11,2,Pc버전로그인불가 기존에는 pc로 로그인하면 잘됫는데 언젠가부터 인증번호뜨는 창도 안뜨고 계속 번거롭게 qr코드로 로그인합니다. 그런데 오늘은 qr도 안되네요 갤9 유저입니다,
이석묵,5,2019-12-11,1,모든것이 같추어진 저장공간 이웃과 식사하기도 좋은장소,
고현정,1,2019-12-11,1,알람이 어느 순간 뜨지를 않습니다 빠르게 수정부탁드려요,
전시현,1,2019-12-10,0,기간만료된영상복귀가안돼네요ㅜ,
man ka,1,2019-12-10,0,친구추가 온 사람들 수락이 안되요,
Sulhee Park,1,2019-12-10,1,큐알코드 로그인하려하면 라인에 접속할수 없다고 나옴. 인증번호 로그인 은 팝업이 안뜸,
원지은,1,2019-12-10,0,업데이트하라고하고 열기나오는건 뭐냐진짜,
만두먹자,5,2019-12-10,0,문의사항은 어디에 할 수 있나요,
무무,1,2019-12-10,3,"라인스퀘어 오픈챗 왜 없애셨어요,,, 소식을 들을 수 없어서 이제 덕질 못해요,, 다시 기능 살려주시면 안되나요,,,?",
김무선,1,2019-12-09,0,대화 복원이 안되네요,
고다원,1,2019-12-09,1,전화번호로 친구추가할때 알람ㄱㅏ나요?ㅋㅋㅋㅋㅋ 전여친한테도 알람 떳겠네..하 그런거 알람뜬다고 미리 설명 쓰던가 하..ㅅ..,
김영빈,1,2019-12-09,4,알람이 안울려요 깔고지우기고 몇번해봐도 라인 들어가면 폭탄라인 도착해서 불편해요 기종은 s9입니다.. 빨리 수정좀해주세요,
김지혜,3,2019-12-09,1,사진이 상대방 채팅창에도 삭제되면 좋겠어여,
가사,5,2019-12-08,1,동무! 내래 이거 재미있게 했다우 이거 아주 좋은앱이오!! 다들 다운받으라우!,
Sanghyun Kim,1,2019-12-08,1,라인 재설치하면 어떻게 계정 설정 되나요,
장동빈,4,2019-12-08,3,갤럭시8+ 통화소리를 최대로 줄여도 소리가 너무너무 큽니다 ㅠㅠㅠㅠㅠㅠㅠㅠㅠㅠ,
gsandsj,3,2019-12-08,1,둘다 잘 사용하고ㅡㅡㅣ스ㅡㅂ 있답니다 ㄷㅅㆍ즛제가 말씀주신 ㅡㅡㄴㅅ 입ㅡㅡㅜㅡㅡㅅ니다 요즘 종로 ㅡ듯 합니다 정말 ㅡ 강욱 ㄴ,
전효린,1,2019-12-08,31,전화를 메인으로 쓰고있는데 언제부터인가 전화가오면 울리지도 않고 상대방이 끊어야 알람이오네요? 이렇게 해서 못받은 부재중만 몇통인지...핸드폰만 쳐다보고있을수도 없고..리뷰보니까 다들 알림 잘안오시는것같은데 확인좀 해주세요,
박성목,1,2019-12-08,0,버그가 많다.,
고등어절임,1,2019-12-08,1,장난칩니까 무슨 비번을 바꿧는데 계속틀리다고 하질않나 상대방과 영통도 먹통이고 무슨 서버관리를 이따구로합니까,
oiexmcne dksj,1,2019-12-08,3,qr코드 친추하면 라인앱열기-열면 또 앱열기 무한반복 친추안됨. 링크로 친추하려고해도 앱열기 무한반복,
D :,1,2019-12-07,0,네.한마디로 꽝이네요.,
qkr qkr,1,2019-12-07,5,일좀 해라 이것들아 오류것나 많네 전회번호 로그인도 안되 페북 로그인도 안되 뭐 어케 하라고 그리고 상대방 문자는 오는데 난 왜 안보내지냐고 보내지긴해 상대방이 안온다잔어 어휴 최악이다,
써니,1,2019-12-06,5,언제부터인가 PC버전 로그인할때 인증번호 치는 팝업이 어플에서 자동으로 뜨질않아요ㅠ 매번 QR코드로 로그인해야하나요ㅠ 해결 빨리 좀 해주세요~~,
준모,5,2019-12-06,0,alanananan,
이영채,5,2019-12-06,0,참 좋습니다ㅎ,
Hyekyung Lee,2,2019-12-06,1,알림 숫자표시가 되다가 안되다 제멋대로임 이런 버그를 아직도 해결 못하는건 이해가 안됨,
James KIM,1,2019-12-06,0,Good,
김형주,3,2019-12-05,1,프로필 배경 업데이트 할 시간에 알림 버그나 잡으슈,
김은선,1,2019-12-05,0,"알림도 잘 안뜨고 제가 메세지를 보내도 저한테는 보낸걸로 뜨는데 상대에게는 메세지가 안와있고, 읽음표시도 안떠요",
강조은,5,2019-12-05,5,개발자님♥ 라인 너무 잘쓰고있어요♥ 그러나 조금 아쉬운점이 있다면.. 타임라인에 들어갔을때 고정으로 놓고싶은 글이 있으면(내 글이든 타인의 글이든) 내 타임라인에만 쭉 고정이 되는 기능이 있었으면 좋겠어요! 마치 내 카카오톡에서 대화방을 고정해놓듯이! 이따금씩 라인 타임라인에다가 글을 보면서 일을 해야될 때가 있어서요 ~ ㅎㅎ 글 하나만 고정해놓아도 좋고.. 혹시 모르니 2개 3개 4게 고정해놓는 기능도 있으면 더 좋지않을까요 ㅎ_ㅎ 정말.. 라인 늘 잘 쓰고있어요♥♥ 응원할게요!!:),
킹덤,1,2019-12-04,1,오늘 500포인트 결제 9900원 결제했는데 (+100) 더 주신다면서 왜 들어오지 않는 건지 의문이네요. 어디다가 물어야할지 몰라 여기다 적어놓습니다.,
yongkyu kang,1,2019-12-04,1,알림이 늦게떠서 중요한 대화를 자꾸 늦게보게되네요.매우 불편합니다,
RYOO DAVID,1,2019-12-04,0,아이디 추가가 안돼요!!! 어케요???,
ლ애플민트,1,2019-12-03,2,톡 없는 사람들에게는 편합니다. 하지만 글씨를 쓰면 이모티콘이 바로 나와야 하는데 안 나오고요. 또 계속 안 나오면 진짜 화나서 지우게 됩니다. 하..이거 좀 수정해주세요. 너무 불편합니다. 제발 수정 좀 해주세요!,
Steve Lee,1,2019-12-03,2,안드로이드 파이에서 알림 제대로 오지 않는 버그 대체 언제나 고칠겁니까 ?,
이완수,5,2019-12-03,0,라인 좋아요,
Google 사용자,2,2019-12-03,23,소리를 더 다양하게 만들면 좋겠습니다. 전화를 걸때의 소리도 바꿨으면 하는 바람입니다. 카톡처럼 나와의 채팅? 그것도 있었음 좋겠어요. 프로필 사진 올릴때 좀 안잘리게 해주면 감사하겠습니다. 그리고 업그레이드 할때마다 채팅 알림이 안들어오네요ㅡㅡ 항상 라인 들어가야 그때서야 알림이 뜨네요ㅡㅡ 좀 수정 빨리해주세요,
아미블,1,2019-12-02,1,공식계정 동의만 터치가 안 되는데 빨리 개선해주세요. 라인이 하고싶은데 그게 되질 않으니까 하기가 불편하네요. 빨리 좀 개선해주세요.,
이해주,1,2019-12-02,0,제발 알람좀 빠딱빠딱 울리게해주세요,
TTOHYONING .K,1,2019-12-02,0,알람안오는거 개선안하시나요?,
직직이,1,2019-12-01,8,이거 라인 통화할 때 왜 이어폰으로는 안 되나요? 버즈가 문제인 줄 알았는데 그냥 줄 있는 거로 바꿔 끼워도 되질 않네요 그냥 이어폰 없는 일반 전화할 때처럼 스피커로만 소리가 나옵니다 해결책 부탁드려요,
張允九,1,2019-12-01,6,무료통화 기능은 음상녹음을 허가하지 않으면 못쓴단다.,
bokman Kim,5,2019-12-01,1,현재 라인이 접속이 잘언되고 있다. 한국에서 베트남 도착했습니다,
SEONGBEOM HONG,4,2019-12-01,1,다 좋은데 텍스트나 전화 알림이 안뜨거나 늦게 떠서 불편해요 해결해주세요 갤럭시A30s,
아아악,3,2019-12-01,22,보통 다른 친구들은 스토리가 5초 정도 보여지고 넘어가던데 제 건 1초도 안 돼서 스토리가 지나가요 불편한데 해결 좀 부탁드릴게요 ㅠㅠ,
ᄋ,5,2019-12-01,3,"제가 라인 계정을 찾고 싶은데 몇년전이라서 비밀번호, 이메일 같은게 전혀생각이 나지 않습니다 이럴 때 어떻게해야하나요",
W S,3,2019-12-01,11,번역이나 사진 보내기는 좋은데 친구가 라인 메세지를 보내도 팝업이 안뜨는 경우가 너무 잦습니다. 물론 팝업 설정을 해놨구요. 한 두번 팝업이 안뜨는 건 이해해도 경우가 너무 잦아서 불편합니다.,
요루,1,2019-11-30,1,제발 전화통화하면서 게임하면폰꺼지는데 제발안꺼지게해주세용,
행운가득,5,2019-11-30,0,굿,
신정훈,5,2019-11-30,0,쓰기 편리합니다,
chan K,3,2019-11-30,3,QR코드 스캔햇더니 오픈채팅이라고 뜨는데 라인으로 실행버튼 누르면 업데이트하거나 upl확인하라는 거만 뜨고 안되네요 어떻게해야되죠?,
원종혁,5,2019-11-29,0,Ok,
이민호,4,2019-11-29,1,스토리가 보이질 않습니다. 친구 스토리 클릭 하면 그냥 바로 넘어가 버립니다.,
행앗하자,1,2019-11-28,4,리스트 오류 좀 고쳐주세요 추가했는데 삭제되고 리스트에 44명인데 추가한 뒤에 글 쓰기 창으로 돌아가면 47명 뜨고 이게 대체 뭔 경우입니까 일을 발로 해요???,
농심너구리,1,2019-11-28,5,앱을 사용할 수 없음. 회원님이 사용하려는 앱은 서용이 불거능하거나 엑세스가 제한되어있습니다 라고 뜨는데 어떻게 해야하죠 ㅜ,
Yerim Kim,2,2019-11-27,2,알람 안오는 오류 좀 수정해주세요,
다현,5,2019-11-27,0,지디때문에 깐거ㅋ,
냉면,1,2019-11-27,0,아니 이게 뭐예요? 별 하나도 아깝네 이거 자연스럽게 부모님에게 말 안하게 되잖아요? 그러다 들켜서 저는 엄청 혼났거든요? 솔직히 별 한개도 주기싫어요. 이게 왜5억 다운로드인지..통 모르겠네요.,
Google 사용자,1,2019-11-27,40,최악임... 팝업알람은 아직도 못끄게되어있고 요즘 은 채팅창 선택할때 상대얼굴누르면 채팅방이아니라 프로필이보여짐...프로필은 친구목록에서 충분히본다 제발...원래대로좀 해,
김가인,1,2019-11-25,0,실행이 안 되서 불편함,
영준권,5,2019-11-25,0,굿,
현경훈,1,2019-11-25,5,아니 언제 개선 해줄건데요 ㅡㅡ 인증오류땜에 로그인이 안된다구요 잠시후에 다시시도해달라는데 무슨 몇일이지나도안되는데,
이현승,1,2019-11-25,8,노트10+ 사용잡니다 알림이 올때 안올때 맘대로네요 한시간 전에 보낸 메세지가 알림 없다가 폰 화면을 켜니 갑자기 울립니다 이런경우사 라인이 특히 많아요 경쟁사인 카카오톡은 전혀 이런게 없는데,
우치하사스케,5,2019-11-25,3,불만 없음. 굿 ㅋㅋ 생길 시 쓰겠음.,
빨강탱크TV,1,2019-11-24,0,그냥,
w미로,1,2019-11-24,0,별루,
YUCHAN IM,1,2019-11-24,0,이시국에?,
김서연,5,2019-11-24,0,이 어플은 누구나 남녀노소 가리지 않고 사용할 수 있습니다. 어린아이들 또는 어르신들도 간편하게 사용할 수 있도록 만들어진 어플입니다,
게임TY,3,2019-11-24,0,인증이안돼요,
SoRe's kitchen[소소한레시피],5,2019-11-23,3,카카오톡과 비슷하고 어린이들도 잘 쓸 수 있는 앱 인 인 것 같아요,
s j8o8,1,2019-11-23,1,라인 게임이 너무 어려워요,
Z TT,1,2019-11-22,0,どんどん重くなるし使いづらい,
김채민,5,2019-11-22,0,good,
SM Moon,5,2019-11-22,0,Very Good,
정경화,3,2019-11-22,2,라인 그룹 노트 삭제 기능좀 만들어주세요 방 나가시면서 탈퇴한 사람꺼 노트 기록 남아 있던데 방장 설정으로 글 내릴는 설정 생겼으면 좋겠어요,
정호성,5,2019-11-21,0,굿,
유동우,1,2019-11-20,0,대화창 누르면 프로필 뜨게하는 정신나간 디자인 어떤 인턴이함?,
라인플레이지야,3,2019-11-20,0,로그인 하기가 어렵당,
김용갑,5,2019-11-20,0,굿,
강성연,5,2019-11-20,0,안녕하세요,
na mai,3,2019-11-20,1,메시지 알람이 전혀 안와요 노트9사용자,
김다현김다슬,1,2019-11-20,22,"아니 이게 뭐죠? 라인에서 핸드폰 동일 계정인가 그거 때문에 제 핸드폰 번호가 듀얼로 넘어갔어요. 여기까진 이해하겠는데 이해가 안 되는 건 제가 라인 이메일 등록도 해 놨어서 그 계정에 들어갔습니다. 그런데 친구가 다 삭제되어 있더라고요. 근데 타임라인에 친구였던 몇몇은 떴는데, 제 게시글도 삭제되지 않았어요. 더 웃긴 건 테마도 삭제되지 않았단 거예요. 근데 왜 친구만 삭제된 거죠? 그리고 제가 탈퇴했다 뜨더라고요. 어떻게 된 건지 좀 알려주시고 제 친구 목록 복구해 주세요.",
wwoww,4,2019-11-19,146,다 좋은데 라인앱을 실행하지 않고 있으면 알림이 울리지 않는 버그가 있어서 그 점이 아쉬움,
민국대한,5,2019-11-19,0,좋습니다,
SandyJo Art,2,2019-11-19,2,소통하는기능도별로없고 업뎃하면 자꾸 처음부터 다시시작.이러며 또로그인하래요 완전불편 메시지도 너무느리게 보내져요,
김양래,1,2019-11-19,0,머냐고,
Google 사용자,5,2019-11-19,1,저 이전 기기 메인보드 박살나서 어떻게 하지도 못하는데 저 이전 계정이 필요하거든요 어떻게 하죠?,
해질녘,1,2019-11-19,0,일본기업 화이팅하슈,
김태현,1,2019-11-18,6,차단친구 목록에 숫자는 여러명 나오는데 누르면 친구목록이 없다고나오네요. 차단해제하고싶은 친구 해제를 할수가없어요.,
정말고기,5,2019-11-18,0,매우좋음,
현진환,1,2019-11-18,3,알림이 왜 안오는건가요???알림 오는속도도 느리고 때로는 오지도 않고ㅡ.ㅡ,
juri kim,1,2019-11-18,0,라인 알림이 안옵니다.,
ij park,1,2019-11-18,4,개별로입니다. 옛날 아이디 찾으려고 이메일 보냇는데 이메일도 안날라오고 소통은 커녕 답답해 뒤지것네 뮤튼 개별로입니다 안받는걸 추천 왜카톡이 기본 메신저로 잡리잡은지 알것다 라인망해라,
최석현,1,2019-11-17,3,라인 데이터 동기화중입니다 잠시만 기다려주세요 81%에서 멈춰요 왜그런건가요 고쳐주세요,
서인수,1,2019-11-16,3,아니 왜 전호번호 인증이 안된다는건가요? 답답해 죽겠네요 새로깔고 전화번호 인증받으려는데 왜 안되는겁니까ㅡㅡ,
